genus_species,genus,species,latitude,longitude,location_description,acclim_temp,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage,phylum,class,order,family,realm_general,realm_specific,source,original_compilation,notes,extractor,ref
Bathygobius fuscus,Bathygobius,fuscus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",19.88,14,9.5,tmin,"11.15, 12.07",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Bathygobius fuscus,Bathygobius,fuscus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",21.35,14,0.2,tmin,"10.77, 11.79",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Bathygobius fuscus,Bathygobius,fuscus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",27.05,14,11,tmin,"12.04, 14.53",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Bathygobius fuscus,Bathygobius,fuscus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",31.38,14,12.3,tmin,"14.17, 15.28",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Bathygobius fuscus,Bathygobius,fuscus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",35.79,14,13.5,tmin,"15.56, 16.21",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",16.99,14,35.6,tmax,"35.4, 36.78",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",20.53,14,36,tmax,"36.02, 36.97",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",25.04,14,38,tmax,"38.02, 39.05",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",29.31,14,40,tmax,"40.19, 40.96",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",31.32,14,40.5,tmax,"40.54, 41.75",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",17.31,14,12,tmin,"12.47, 13.59",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",20.69,14,13.1,tmin,"13.69, 14.81",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",25.28,14,13.8,tmin,"14.66, 15.26",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",29.63,14,16.1,tmin,"16.31, 18.21",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Dascyllus aruanus,Dascyllus,aruanus,-5.464722222,123.7758333,"Hoga Island, southeast Sulawesi, Indonesia",31.56,14,16.3,tmin,"17.01, 17.87",CI,6,critical,loss of equilibrium,0.31,NA,NA,held,Jun-Aug,NA,adult,,,,,Marine,reef and seagrass,wild,Morley,,Nikki,Eme_&_Bennett_2009
Notothenia coriiceps,Notothenia,coriiceps,-77,NA,"McCurdo Sound, Antarctica",4,14,17.39,tmax,1.2,SD,12,critical,loss of equilibrium,0.3,NA,NA,held,Oct-Nov,NA,adult,,,,,Marine,shallow water,wild,Morley,,Nikki,Bilyk_&_DeVries_2011
Pagothenia borchgrevinki,Pagothenia,borchgrevinki,-77,NA,"McCurdo Sound, Antarctica",4,21,15.19,tmax,1.28,SD,12,critical,loss of equilibrium,0.3,NA,NA,held,Oct-Nov,NA,adult,,,,,Marine,shallow water,wild,Morley,,Nikki,Bilyk_&_DeVries_2011
Notothenia coriiceps,Notothenia,coriiceps,-77,NA,"McCurdo Sound, Antarctica",-1.9,14,16.17,tmax,1.4,SD,20,critical,loss of equilibrium,0.3,NA,NA,held,Oct-Nov,NA,adult,,,,,Marine,shallow water,wild,Morley,,Nikki,Bilyk_&_DeVries_2011
Pagothenia borchgrevinki,Pagothenia,borchgrevinki,-77,NA,"McCurdo Sound, Antarctica",-1.9,21,11.95,tmax,0.9,SD,20,critical,loss of equilibrium,0.3,NA,NA,held,Oct-Nov,NA,adult,,,,,Marine,shallow water,wild,Morley,,Nikki,Bilyk_&_DeVries_2011
Campostoma anomalum,Campostoma,anomalum,39.51666667,-84.70833333,"Harker's Run, Ohio",7.5,14,28.8,tmax,NA,NA,05-Mar,critical,loss of equilibrium,1,NA,NA,held,Oct-Jul,NA,adult,,,,,Freshwater,stream,wild,Morley,,Nikki,Chagnon_&_Hlohowskyj_1989
Campostoma anomalum,Campostoma,anomalum,39.51666667,-84.70833333,"Harker's Run, Ohio",23,14,35.8,tmax,NA,NA,05-Mar,critical,loss of equilibrium,1,NA,NA,held,Oct-Jul,NA,adult,,,,,Freshwater,stream,wild,Morley,,Nikki,Chagnon_&_Hlohowskyj_1989
Orconectes rusticus,Orconectes,rusticus,NA,NA,"Indian Creek, Butler County, Ohio",5,6,34.2,tmax,NA,NA,,critical,loss of righting ability,0.6,NA,NA,held,NA,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Claussen_1980
Orconectes rusticus,Orconectes,rusticus,NA,NA,"Indian Creek, Butler County, Ohio",15,6,35.61,tmax,NA,NA,,critical,loss of righting ability,0.6,NA,NA,held,NA,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Claussen_1980
Orconectes rusticus,Orconectes,rusticus,NA,NA,"Indian Creek, Butler County, Ohio",25,5,38.41,tmax,NA,NA,,critical,loss of righting ability,0.6,NA,NA,held,NA,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Claussen_1980
Orconectes rusticus,Orconectes,rusticus,NA,NA,"Indian Creek, Butler County, Ohio",35,4,41.47,tmax,NA,NA,,critical,loss of righting ability,0.6,NA,NA,held,NA,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Claussen_1980
Cancer pagurus,Cancer,pagurus,NA,NA,"North Sea, near Hartlepool, Co. Durham",8,21,31.8,tmax,0.27,SE,9,critical,loss of righting ability,0.2,NA,NA,held,Jul,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Cuculescu_&_Bowler_1998
Cancer pagurus,Cancer,pagurus,NA,NA,"North Sea, near Hartlepool, Co. Durham",22,21,35.4,tmax,0.26,SE,12,critical,loss of righting ability,0.2,NA,NA,held,Jul,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Cuculescu_&_Bowler_1998
Cancer pagurus,Cancer,pagurus,NA,NA,"North Sea, near Hartlepool, Co. Durham",8,21,33.5,tmax,0.5,SE,4,critical,loss of righting ability,0.2,NA,NA,held,Nov,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Cuculescu_&_Bowler_1998
Cancer pagurus,Cancer,pagurus,NA,NA,"North Sea, near Hartlepool, Co. Durham",22,21,35.8,tmax,0.11,SE,6,critical,loss of righting ability,0.2,NA,NA,held,Nov,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Cuculescu_&_Bowler_1998
Cancer pagurus,Cancer,pagurus,NA,NA,"North Sea, near Hartlepool, Co. Durham",8,21,31.3,tmax,0.24,SE,6,critical,loss of righting ability,0.2,NA,NA,held,Jan,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Cuculescu_&_Bowler_1998
Cancer pagurus,Cancer,pagurus,NA,NA,"North Sea, near Hartlepool, Co. Durham",15,7,32.5,tmax,0.2,SE,5,critical,loss of righting ability,0.2,NA,NA,held,Jan,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Cuculescu_&_Bowler_1998
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,15.2,NA,27.3,tmax,NA,NA,1,critical,loss of operculum movement ,0.07,NA,NA,ff,Nov,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,12.8,NA,28.1,tmax,0.28,CI,8,critical,loss of operculum movement ,0.07,NA,NA,ff,Nov,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,15,NA,27.7,tmax,0.17,CI,8,critical,loss of operculum movement ,0.07,NA,NA,ff,Feb,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,10,NA,26.7,tmax,0.3,CI,8,critical,loss of operculum movement ,0.07,NA,NA,ff,May,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,12.5,NA,26.8,tmax,0.43,CI,7,critical,loss of operculum movement ,0.07,NA,NA,ff,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,14,NA,27.8,tmax,0.41,CI,8,critical,loss of operculum movement ,0.07,NA,NA,ff,Nov,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,10,21,27.4,tmax,0.58,CI,4,critical,loss of operculum movement ,0.07,NA,NA,held,Nov,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,10,21,27.2,tmax,0.52,CI,6,critical,loss of operculum movement ,0.07,NA,NA,held,Feb,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,10,21,26.2,tmax,0.09,CI,4,critical,loss of operculum movement ,0.07,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,20,21,30.1,tmax,NA,NA,1,critical,loss of operculum movement ,0.07,NA,NA,held,Feb,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,20,21,29.9,tmax,0.57,CI,4,critical,loss of operculum movement ,0.07,NA,NA,held,May,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,15.2,NA,3.3,tmin,1.42,CI,3,critical,loss of operculum movement ,0.05,NA,NA,ff,Nov,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,12.8,NA,3.7,tmin,0.09,CI,7,critical,loss of operculum movement ,0.05,NA,NA,ff,Nov,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,15,NA,4.1,tmin,0.11,CI,8,critical,loss of operculum movement ,0.05,NA,NA,ff,Feb,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,10,NA,3,tmin,0.1,CI,7,critical,loss of operculum movement ,0.05,NA,NA,ff,May,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,12.5,NA,3.5,tmin,0.1,CI,7,critical,loss of operculum movement ,0.05,NA,NA,ff,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,San Simeon Field,14,NA,3.9,tmin,0.6,CI,8,critical,loss of operculum movement ,0.05,NA,NA,ff,Nov,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,10,21,2.5,tmin,0.86,CI,6,critical,loss of operculum movement ,0.05,NA,NA,held,Feb,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,10,21,3.2,tmin,0.16,CI,4,critical,loss of operculum movement ,0.05,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,20,21,6,tmin,NA,NA,1,critical,loss of operculum movement ,0.05,NA,NA,held,Feb,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Gibbonsia montereyensis,Gibbonsia,montereyensis,NA,NA,Point Conception,20,21,5.7,tmin,1.01,CI,4,critical,loss of operculum movement ,0.05,NA,NA,held,May,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Davis_1977
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",5,NA,28.33,tmax,0.65,SD,12,critical,loss of righting ability,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",15,NA,29.97,tmax,0.46,SD,12,critical,loss of righting ability,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",25,NA,31.83,tmax,0.23,SD,12,critical,loss of righting ability,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",5,NA,29.09,tmax,0.77,SD,12,critical,onset of spasm,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",15,NA,30.67,tmax,0.58,SD,12,critical,onset of spasm,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",25,NA,32.53,tmax,0.36,SD,12,critical,onset of spasm,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",5,NA,30.22,tmax,0.66,SD,12,critical,appearance of rigour,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",15,NA,31.56,tmax,0.47,SD,12,critical,appearance of rigour,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Plethodon cinereus,Plethodon,cinereus,NA,NA,"Tompkins, New York, USA",25,NA,33.66,tmax,0.31,SD,12,critical,appearance of rigour,0.5-1,NA,NA,held,Jun-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Harvey_&_Pough_1975
Elliptio complanata,Elliptio,complanata,NA,NA,"Pine Creek, Pennsylvania, USA",15,7,42.7,tmax,0.6,SE,6,critical,onset of gaping,0.35,NA,NA,held,Aug-Oct,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Gailbraith_et_al_2012
Elliptio complanata,Elliptio,complanata,NA,NA,"Pine Creek, Pennsylvania, USA",25,7,41.4,tmax,0.6,SE,6,critical,onset of gaping,0.35,NA,NA,held,Aug-Oct,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Gailbraith_et_al_2012
Elliptio complanata,Elliptio,complanata,NA,NA,"Pine Creek, Pennsylvania, USA",15,7,40.3,tmax,0.4,SE,6,critical,onset of gaping,0.35,NA,NA,held,Aug-Oct,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Gailbraith_et_al_2012
Elliptio complanata,Elliptio,complanata,NA,NA,"Pine Creek, Pennsylvania, USA",25,7,41.6,tmax,0.2,SE,5,critical,onset of gaping,0.35,NA,NA,held,Aug-Oct,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Gailbraith_et_al_2012
Orchestia gammarellus,Orchestia,gammarellus,64.019722,-22.155278,Hvassahraun,11,10,35.9,tmax,0.5,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Gailbraith_et_al_2012
Orchestia gammarellus,Orchestia,gammarellus,64.019722,-22.155278,Hvassahraun,17,10,37.9,tmax,0.4,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Orchestia gammarellus,Orchestia,gammarellus,64.019722,-22.155278,Hvassahraun,22,10,37.9,tmax,0.3,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Orchestia gammarellus,Orchestia,gammarellus,63.797778,-22.72,Reykjanestjorn,11,10,36.7,tmax,0.3,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Orchestia gammarellus,Orchestia,gammarellus,63.797778,-22.72,Reykjanestjorn,17,10,37.7,tmax,0.3,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Orchestia gammarellus,Orchestia,gammarellus,65.821111,-22.488611,Bjarnarstadir,11,10,36.3,tmax,0.3,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Orchestia gammarellus,Orchestia,gammarellus,65.821111,-22.488611,Bjarnarstadir,22,10,37.9,tmax,0.2,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Orchestia gammarellus,Orchestia,gammarellus,65.923611,-22.431389,Reykjanes,11,10,37.1,tmax,0.5,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Orchestia gammarellus,Orchestia,gammarellus,65.923611,-22.431389,Reykjanes,22,10,38.6,tmax,0.3,SD,20-30,critical,death,1,NA,NA,held,Jul,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Morritt_&_Ingolfsson_2000
Etheostoma blennioides,Etheostoma,blennioides,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,29.99,tmax,0.44,SD,8,critical,loss of equilibrium,1,NA,NA,held,Jul,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma flabellare,Etheostoma,flabellare,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,30.28,tmax,0.89,SD,8,critical,loss of equilibrium,1,NA,NA,held,Jul,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma caeruleum,Etheostoma,caeruleum,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,30.6,tmax,1.37,SD,27,critical,loss of equilibrium,1,NA,NA,held,Jul,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma blennioides,Etheostoma,blennioides,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,31.47,tmax,1.65,SD,9,critical,loss of equilibrium,1,NA,NA,held,Oct,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma caeruleum,Etheostoma,caeruleum,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,32.07,tmax,0.71,SD,11,critical,loss of equilibrium,1,NA,NA,held,Oct,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma blennioides,Etheostoma,blennioides,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,32.97,tmax,0.59,SD,20,critical,loss of equilibrium,1,NA,NA,held,Dec,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma flabellare,Etheostoma,flabellare,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,33.22,tmax,0.78,SD,12,critical,loss of equilibrium,1,NA,NA,held,Dec,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma caeruleum,Etheostoma,caeruleum,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,33.53,tmax,0.59,SD,10,critical,loss of equilibrium,1,NA,NA,held,Dec,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma blennioides,Etheostoma,blennioides,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,34.41,tmax,0.71,SD,10,critical,loss of equilibrium,1,NA,NA,held,May,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma flabellare,Etheostoma,flabellare,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,34.69,tmax,0.66,SD,5,critical,loss of equilibrium,1,NA,NA,held,May,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma caeruleum,Etheostoma,caeruleum,NA,NA,"Indian and Lost Creek, Ohio, USA",10,14-21,34.98,tmax,1.46,SD,18,critical,loss of equilibrium,1,NA,NA,held,May,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma blennioides,Etheostoma,blennioides,NA,NA,"Indian and Lost Creek, Ohio, USA",20,14-21,34.52,tmax,0.68,SD,10,critical,loss of equilibrium,1,NA,NA,held,Jul,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma flabellare,Etheostoma,flabellare,NA,NA,"Indian and Lost Creek, Ohio, USA",20,14-21,34.91,tmax,0.57,SD,5,critical,loss of equilibrium,1,NA,NA,held,Jul,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma caeruleum,Etheostoma,caeruleum,NA,NA,"Indian and Lost Creek, Ohio, USA",20,14-21,34.08,tmax,0.38,SD,30,critical,loss of equilibrium,1,NA,NA,held,Jul,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma blennioides,Etheostoma,blennioides,NA,NA,"Indian and Lost Creek, Ohio, USA",20,14-21,32.24,tmax,0.79,SD,10,critical,loss of equilibrium,1,NA,NA,held,Oct,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma flabellare,Etheostoma,flabellare,NA,NA,"Indian and Lost Creek, Ohio, USA",20,14-21,32.81,tmax,0.56,SD,10,critical,loss of equilibrium,1,NA,NA,held,Oct,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
Etheostoma caeruleum,Etheostoma,caeruleum,NA,NA,"Indian and Lost Creek, Ohio, USA",20,14-21,32.77,tmax,0.47,SD,8,critical,loss of equilibrium,2,NA,NA,held,Nov,NA,adult,,,,,Freshwater,creek,wild,Morley,,Nikki,Hlohowskyj_&_Wissing_1985
